Date Completed,Manufacturer,Model,Physical Class (Engine),# Engines,AAC,ADG,TDG,"Approach Speed
(Vref)","Wingspan, ft",Wingtip Configuration,"Length, ft","Tail Height, ft
(@ OEW)","Wheelbase, ft",Cockpit to Main Gear (CMG),"MGW
(Outer to Outer)",MTOW,"Max Ramp
Max Taxi",Main Gear Config,ICAO Code,Wake Category,ATCT Weight Class,Years Manufactured
2016-11-07,Embraer,EMB/ERJ-145 MK,Jet,2.0,C,II,2B,124.0,65.75,no winglets,98.0,22.166666666666668,47.416666666666664,47.416666666666664,15.7175,44070.0,44291.0,D,E145,M,,
2016-11-07,Embraer,EMB/ERJ-145 MP,Jet,2.0,C,II,2B,124.0,65.75,no winglets,98.0,22.166666666666668,47.416666666666664,47.416666666666664,15.7175,46275.0,46495.0,D,E145,M,,
2018-02-21,Embraer,Legacy 450,Jet,2.0,C,II,,135.20000000000002,66.41666666666667,winglets,64.58333333333333,21.083333333333332,,,,35724.0,,D,,,,
2018-02-21,Embraer,Legacy 500,Jet,2.0,C,II,,135.20000000000002,66.41666666666667,winglets,68.08333333333333,21.166666666666668,,,,38360.0,,D,,,,
2016-08-02,Embraer,EMB/ERJ-145 XR,Jet,2.0,C,II,2B,124.0,68.91666666666667,no winglets,98.0,22.166666666666668,47.416666666666664,47.416666666666664,15.7175,53131.0,53352.0,D,E45X,M,,
2016-08-02,Embraer,"EMB 170 LR, SU, or SE",Jet,2.0,C,III,3,123.5,85.33333333333333,winglets,98.08333333333333,32.25,34.833333333333336,38.75,20.499999999999996,82012.0,82365.0,D,E170,M,,
2016-08-02,Embraer,EMB 175 AR,Jet,2.0,C,III,3,123.5,85.33333333333333,winglets,103.91666666666667,32.333333333333336,37.416666666666664,41.33333333333333,20.499999999999996,89000.0,89353.0,D,E170,M,,
2016-08-02,Embraer,EMB 175 LR,Jet,2.0,C,III,3,123.5,85.33333333333333,winglets,103.91666666666667,32.333333333333336,37.416666666666664,41.33333333333333,20.499999999999996,85517.0,85810.0,D,E170,M,,
2016-08-02,Embraer,EMB 175 Standard,Jet,2.0,C,III,3,123.5,85.33333333333333,winglets,103.91666666666667,32.333333333333336,37.416666666666664,41.33333333333333,20.499999999999996,82673.0,83026.0,D,E170,M,,
2016-08-02,Embraer,"EMB 175 AR, extended wingtips",Jet,2.0,C,III,3,123.5,93.91666666666667,extended wingtip,103.91666666666667,32.333333333333336,37.416666666666664,41.33333333333333,20.499999999999996,89000.0,89353.0,D,E170,M,,
2016-08-02,Embraer,"EMB 175 LR, extended wingtips",Jet,2.0,C,III,3,123.5,93.91666666666667,extended wingtip,103.91666666666667,32.333333333333336,37.416666666666664,41.33333333333333,20.499999999999996,85517.0,85810.0,D,E170,M,,
2016-08-02,Embraer,"EMB 175 Standard, extended wingtips",Jet,2.0,C,III,3,123.5,93.91666666666667,extended wingtip,103.91666666666667,32.333333333333336,37.416666666666664,41.33333333333333,20.499999999999996,82673.0,83026.0,D,E170,M,,
2016-08-02,Embraer,EMB 190 AR,Jet,2.0,C,III,3,123.5,94.25,winglets,118.91666666666667,34.583333333333336,45.333333333333336,49.25,23.666666666666664,114199.0,114552.0,D,E190,M,,
2016-08-02,Embraer,EMB 190 LR,Jet,2.0,C,III,3,123.5,94.25,winglets,118.91666666666667,34.583333333333336,45.333333333333336,49.25,23.666666666666664,110892.0,111245.0,D,E190,M,,
2016-08-02,Embraer,EMB 190 Standard,Jet,2.0,C,III,3,123.5,94.25,winglets,118.91666666666667,34.583333333333336,45.333333333333336,49.25,23.666666666666664,105359.0,105712.0,D,E190,M,,
2016-08-02,Embraer,EMB 195 AR,Jet,2.0,C,III,3,124.0,94.25,winglets,126.83333333333333,34.583333333333336,48.03333333333333,51.949999999999996,23.666666666666664,115280.0,115632.0,D,E190,M,,
2016-08-02,Embraer,EMB 195 LR,Jet,2.0,C,III,3,124.0,94.25,winglets,126.83333333333333,34.583333333333336,48.03333333333333,51.949999999999996,23.666666666666664,111973.0,,D,E190,M,,
2016-08-02,Embraer,EMB 195 Standard,Jet,2.0,C,III,3,124.0,94.25,winglets,126.83333333333333,34.583333333333336,48.03333333333333,51.949999999999996,23.666666666666664,107564.0,107916.0,D,E190,M,,
2018-01-26,Embraer,EMB 175-E2,Jet,2.0,C,III,,124.0,101.66666666666667,no winglets,106.0,32.666666666666664,,,,98767.0,,D,E170,M,,
2018-01-26,Embraer,EMB 190-E2,Jet,2.0,C,III,,124.0,101.66666666666667,no winglets,106.0,32.666666666666664,,,,124341.0,,D,E190,M,,
2018-01-26,Embraer,EMB 195-E2,Jet,2.0,C,III,,124.0,101.66666666666667,no winglets,106.0,32.666666666666664,,,,135584.0,,D,E190,M,,
,Embraer,AT-26 Xavante,,,No Value,No Value,,,,,,,,,,,,,M326,L,,
,Embraer,Carioquinha (Piper PA-28-140),,,No Value,No Value,,,,,,,,,,,,,P28A,L,,
,Embraer,EMB 111 Bandeirulha,Turboprop,2.0,No Value,No Value,,,,,,,,,,,,S,E111,L,Large Commuter Eqpt,
,Embraer,EMB 326 Xavante,,,No Value,No Value,,,,,,,,,,,,,M326,L,,
,Embraer,EMB 710 Carioca,,,No Value,No Value,,,,,,,,,,,,,P28B,L,,
,Embraer,EMB 711B Corisco,,,No Value,No Value,,,,,,,,,,,,,P28R,L,,
,Embraer,EMB 711ST Corisco 2 Turbo,,,No Value,No Value,,,,,,,,,,,,,P28T,L,,
,Embraer,EMB 712 Tupi,,,No Value,No Value,,,,,,,,,,,,,P28A,L,,
,Embraer,EMB 720 Minuano,,,No Value,No Value,,,,,,,,,,,,,PA32,L,,
,Embraer,EMB 721 Sertanejo,,,No Value,No Value,,,,,,,,,,,,,P32R,L,,
,Embraer,EMB 810 Seneca,,,No Value,No Value,,,,,,,,,,,,,PA34,L,,
,Embraer,EMB 820 Navajo,,,No Value,No Value,,,,,,,,,,,,,PA31,L,,
2022-09-28,Embraer,Legacy 450,,,No Value,No Value,,,,,,,,,,35759.0,,,E545,,,
2022-09-28,Embraer,Legacy 500,,,No Value,No Value,,,,,,,,,,38360.0,,,E550,,,
,Embraer,Legacy 600,Jet,,No Value,No Value,,,,,,,,,,,,,,,,
,Embraer,Legacy 650E,Jet,,No Value,No Value,,,,,,,,,,,,,,,,
,Embraer,Lineage 1000E,Jet,,No Value,No Value,,,,,,,,,,,,,,,,
,Embraer,PA-25 Pawnee,Piston,1.0,No Value,No Value,,,,,,,,,,,,,PA25,L,,
,Enstrom,480,,,No Value,No Value,,,,,,,,,,,,,EN48,L,,
,Enstrom,280 Shark,,,No Value,No Value,,,,,,,,,,,,,EN28,L,,
,Enstrom,F-28,,,No Value,No Value,,,,,,,,,,,,,EN28,L,,
2018-01-05,Epic Aircraft,E1000,Turboprop,1.0,A,I,,79.3,43.0,no winglets,35.833333333333336,12.5,,,,7500.0,,S,,,,
2018-01-05,Epic Aircraft,LT/Dynasty,Turboprop,1.0,A,I,,65.0,43.0,no winglets,35.833333333333336,12.5,,,,7300.0,,S,,,,
2017-12-15,ERCO (Engineering and Research Corporation),Ercoupe 415-C,Piston,1.0,A,I,,54.6,30.0,no winglets,20.75,5.916666666666667,,,,1260.0,,S,ERCO,L,,
,Eurocopter,AS-332 Mk2 Super Puma,,,No Value,No Value,,,,,,,,,,,,,AS3B,M,,
,Eurocopter,AS-332 Super Puma / AS-532 Cougar,,,No Value,No Value,,,,,,,,,,,,,AS32,M,,
,Eurocopter,AS-350 AStar,,,No Value,No Value,,,,,,,,,,,,,AS50,L,,
,Eurocopter,AS-350 Ecureuil,,,No Value,No Value,,,,,,,,,,,,,AS50,L,,
,Eurocopter,AS-350 SuperStar,,,No Value,No Value,,,,,,,,,,,,,AS50,L,,
,Eurocopter,AS-355 Ecureuil 2,,,No Value,No Value,,,,,,,,,,,,,AS55,L,,
,Eurocopter,AS-355 TwinStar,,,No Value,No Value,,,,,,,,,,,,,AS55,L,,
,Eurocopter,AS-365 Dauphin 2 / AS-366 Dolphin,,,No Value,No Value,,,,,,,,,,,,,AS65,L,,
,Eurocopter,AS-532 Mk2 Cougar,,,No Value,No Value,,,,,,,,,,,,,AS3B,M,,
,Eurocopter,AS-550 Fennec,,,No Value,No Value,,,,,,,,,,,,,AS50,L,,
,Eurocopter,AS-555 Fennec,,,No Value,No Value,,,,,,,,,,,,,AS55,L,,
,Eurocopter,AS-565 Panther,,,No Value,No Value,,,,,,,,,,,,,AS65,L,,
,Eurocopter,BK-117,,,No Value,No Value,,,,,,,,,,,,,BK17,L,,
,Eurocopter,BK-117C-2,,,No Value,No Value,,,,,,,,,,,,,EC45,L,,
,Eurocopter,EC-120 Colibri,,,No Value,No Value,,,,,,,,,,,,,EC20,L,,
,Eurocopter,EC-130,,,No Value,No Value,,,,,,,,,,,,,EC30,L,,
,Eurocopter,EC-135,,,No Value,No Value,,,,,,,,,,,,,EC35,L,,
,Eurocopter,EC-145,,,No Value,No Value,,,,,,,,,,,,,EC45,L,,
,Eurocopter,EC-155,,,No Value,No Value,,,,,,,,,,,,,EC55,L,,
,Eurocopter,EC-225 Super Puma Mk2+,,,No Value,No Value,,,,,,,,,,,,,EC25,M,,
,Eurocopter,EC-635,,,No Value,No Value,,,,,,,,,,,,,EC35,L,,
,Eurocopter,EC-665 Tiger / Tigre,,,No Value,No Value,,,,,,,,,,,,,TIGR,L,,
,Eurocopter,EC-725 Cougar Mk2+,,,No Value,No Value,,,,,,,,,,,,,EC25,M,,
,Eurocopter-Kawasaki,BK-117,,,No Value,No Value,,,,,,,,,,,,,BK17,L,,
,Eurocopter-Kawasaki,BK-117C-2,,,No Value,No Value,,,,,,,,,,,,,EC45,L,,
,Eurocopter-Kawasaki,EC-145,,,No Value,No Value,,,,,,,,,,,,,EC45,L,,
,Eurofighter,C-16 Typhoon,,,No Value,No Value,,,,,,,,,,,,,EUFI,M,,
,Eurofighter,CE-16 Typhoon,,,No Value,No Value,,,,,,,,,,,,,EUFI,M,,
,Eurofighter,Eurofighter 2000,,,No Value,No Value,,,,,,,,,,,,,EUFI,M,,
,Eurofighter,Typhoon,,,No Value,No Value,,,,,,,,,,,,,EUFI,M,,
,Evans,VP-2 Volksplane,,,No Value,No Value,,,,,,,,,,,,,VP2,L,,
,Evektor,SportStar RTC,Piston,,No Value,No Value,,,,,,,,,,,,,EVSS,,Small Eqpt,
,EXTRA,EA-200,,,No Value,No Value,,,,,,,,,,,,,E200,L,,
,EXTRA,EA-230,,,No Value,No Value,,,,,,,,,,,,,E230,L,,
,EXTRA,EA-300,,,No Value,No Value,,,,,,,,,,,,,E300,L,,
,EXTRA,EA-400,,,No Value,No Value,,,,,,,,,,,,,E400,L,,
,EXTRA,EA-500,,,No Value,No Value,,,,,,,,,,,,,E500,L,,
,Extra Aerobatic Planes,E400,,,No Value,No Value,,,,,,,,,,,,,,,,
,Extra Aerobatic Planes,EA-300,,,No Value,No Value,,,,,,,,,,,,,,,,
,Extra Aerobatic Planes,Extra 200,,,No Value,No Value,,,,,,,,,,,,,,,,
,Extra Aerobatic Planes,Extra 300 LP,,,No Value,No Value,,,,,,,,,,,,,,,,
,Extra Aerobatic Planes,Extra 300 LT,,,No Value,No Value,,,,,,,,,,,,,,,,
,Extra Aerobatic Planes,Extra 300 LX,,,No Value,No Value,,,,,,,,,,,,,,,,
,Extra Aerobatic Planes,Extra 330 SC,,,No Value,No Value,,,,,,,,,,,,,,,,
,Extra Aerobatic Planes,Extra 500,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fabrica Militar de Aviones (FMA),IA 50 Guarani II,,,B,II,,101.0,64.1,,,19.1,,,,15700.0,,,,,,
,Fairchild,A-10 Thunderbolt 2,,,No Value,No Value,,,,,,,,,,,,,A10,M,,
,Fairchild,C-119 Flying Boxcar,,,No Value,No Value,,,,,,,,,,,,,C119,M,,
,Fairchild,C-123 Provider,,,No Value,No Value,,,,,,,,,,,,,C123,M,,
,Fairchild,C-82 Packet,,,No Value,No Value,,,,,,,,,,,,,C82,M,,
,Fairchild,Challenger,,,No Value,No Value,,,,,,,,,,,,,KR34,L,,
,Fairchild,Cornell,,,No Value,No Value,,,,,,,,,,,,,FA62,L,,
,Fairchild,F-11 Husky,,,No Value,No Value,,,,,,,,,,,,,FA11,L,,
,Fairchild,KR-34 Challenger,,,No Value,No Value,,,,,,,,,,,,,KR34,L,,
,Fairchild,Merlin 23,,,No Value,No Value,,,,,,,,,,,,,SW4,L,,
,Fairchild,Merlin 3,,,No Value,No Value,,,,,,,,,,,,,SW3,L,,
,Fairchild,Merlin 4,,,No Value,No Value,,,,,,,,,,,,,SW4,L,,
,Fairchild,Metro,,,No Value,No Value,,,,,,,,,,,,,SW4,L,,
,Fairchild,UC-61 Argus,,,No Value,No Value,,,,,,,,,,,,,FA24,L,,
,Fairchild,UC-61 Forwarder,,,No Value,No Value,,,,,,,,,,,,,FA24,L,,
,Fairchild Dornier,Do 28,,,A,II,,74.0,51.0,,,12.8,,,,8855.0,,,D28D,,,
,Fairchild Dornier,DORNIER LTA,,,A,II,,74.0,58.4,,,18.2,,,,15100.0,,,,,,
,Fairchild Dornier,FAIRCHILD F-27 A,,,B,III,,109.0,95.2,,,27.5,,,,42000.0,,,,,,
,Fairchild Dornier,FAIRCHILD F-27J,,,B,III,,109.0,95.2,,,27.5,,,,42000.0,,,,,,
,Fairchild Dornier,FAIRCHILD FH-227 B,,,B,III,,105.0,95.2,,,27.5,,,,45500.0,,,,,,
,Fairchild Dornier,FAIRCHILD FH-227 D,,,B,III,,105.0,95.2,,,27.5,,,,43500.0,,,,,,
,Fairchild Dornier,FAIRCHILD C-119 ,,,C,III,,122.0,109.0,,,27.5,,,,77000.0,,,,,,
,Fairchild Dornier,C,,,C,III,,122.0,109.3,,,27.5,,,,77000.0,,,,,,
,Fairchild Dornier,FAIRCHILD C-121,,,A,III,,88.0,110.0,,,34.1,,,,60000.0,,,,,,
,Fairchild Dornier,328,Jet,,No Value,No Value,,,,,,,,,,,,,D328,M,,
,Fairchild Dornier,328 Jet,Jet,,No Value,No Value,,,,,,,,,,30843.0,,,J328,M,Large Commuter Eqpt,
,Fairchild Industries,A-10 Warthog,,,C,II,,140.0,57.5,,,14.67,,,,51000.0,,,A10*,,,
,Fairchild Republic,A-10 Thunderbolt II,Jet,2.0,No Value,No Value,,,,,,,,,,,,,,,,
,Fairchild Republic,C-123 Provider,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fairchild Republic,C-82 Packet,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fairchild Republic,"PT-19, PT-26",Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Fairchild Swearingen,Merlin 3B,,,B,I,,105.0,46.2,,,16.7,,,,12500.0,,,,,,
,Fairchild Swearingen,METRO,,,B,I,,112.0,46.2,,,16.7,,,,12500.0,,,,,,
,Fairchild Swearingen,C-26 Metroliner,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fairchild Swearingen,"Merlin 4/4A, Metro 2",Turboprop,2.0,No Value,No Value,,,,,,,,,,16000.0,,,SW4,,Medium Commuter Eqpt,
,Fairchild Swearingen,SA-226T/TB Merlin 3,Turboprop,,No Value,No Value,,,,,,,,,,16000.0,,,SW3,,Large Commuter Eqpt,
,Fairchild-Dornier,Envoy 3,,,No Value,No Value,,,,,,,,,,,,,J328,M,,
,Fairchild-Hiller,FH-1100,,,No Value,No Value,,,,,,,,,,,,,FH11,L,,
,Fairchild-Hiller,FH-227,,,No Value,No Value,,,,,,,,,,,,,F27,M,,
,Fairchild-Hiller,OH-23 Raven,,,No Value,No Value,,,,,,,,,,,,,UH12,L,,
,Fairchild-Swearingen,Merlin 3,,,No Value,No Value,,,,,,,,,,,,,SW3,L,,
,Fairchild-Swearingen,Merlin 4,,,No Value,No Value,,,,,,,,,,,,,SW4,L,,
,Fairchild-Swearingen,Metro,,,No Value,No Value,,,,,,,,,,,,,SW4,L,,
,Fairey,Firefly,,,No Value,No Value,,,,,,,,,,,,,FFLY,L,,
,Fairey,Gannet,,,No Value,No Value,,,,,,,,,,,,,GANT,M,,
,Fairey,Swordfish,,,No Value,No Value,,,,,,,,,,,,,SWOR,L,,
,FFA,AS-202 Bravo,,,No Value,No Value,,,,,,,,,,,,,AS02,L,,
,FFA,AS-202-32TP Turbine Bravo,,,No Value,No Value,,,,,,,,,,,,,AS2T,L,,
,Fiat,G-46,,,No Value,No Value,,,,,,,,,,,,,G46,L,,
,Fiat,G-59,,,No Value,No Value,,,,,,,,,,,,,G59,L,,
,Fieseler,Fi-156 Storch,,,No Value,No Value,,,,,,,,,,,,,F156,L,,
,Fletcher,FU-24,,,No Value,No Value,,,,,,,,,,,,,FU24,L,,
2018-07-03,Flight Design,CTLSi,Piston,1.0,A,I,,50.7,28.1,no winglets,21.7,7.7,,,,1320.0,1320.0,S,,L,,
,Flight Design,CT,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Flight Design,CT Supralight,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Flight Design,CT2K,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Flight Design,CTHL,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Flight Design,CTLE,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Flight Design,CTLS,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Flight Design,CTLS-Lite,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Flight Design,CTSW,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Flight Design,MC,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Float Plans and Amphibs (FNPA),A-20,,,No Value,No Value,,,,,,,,,,,,,,,,
,Float Plans and Amphibs (FNPA),A-22 Valor ----- http://www.fpna.com/a22.htm,,,No Value,No Value,,,,,,,,,,,,,,,,
,Float Plans and Amphibs (FNPA),A-24,,,No Value,No Value,,,,,,,,,,,,,,,,
,Float Plans and Amphibs (FNPA),A-36,,,No Value,No Value,,,,,,,,,,,,,,,,
,Float Plans and Amphibs (FNPA),Capetown,,,No Value,No Value,,,,,,,,,,,,,,,,
,Float Plans and Amphibs (FNPA),Drifter,,,No Value,No Value,,,,,,,,,,,,,,,,
,FMA,A-182,,,No Value,No Value,,,,,,,,,,,,,C182,L,,
,FMA,A-188 AgTruck,,,No Value,No Value,,,,,,,,,,,,,C188,L,,
,FMA,IA-46 Ranquel,,,No Value,No Value,,,,,,,,,,,,,IA46,L,,
,FMA,IA-46 Super Ranquel,,,No Value,No Value,,,,,,,,,,,,,IA46,L,,
,FMA,IA-50 Guarani 2,,,No Value,No Value,,,,,,,,,,,,,IA50,M,,
,FMA,IA-51 Tehuelche,,,No Value,No Value,,,,,,,,,,,,,IA51,L,,
,FMA,IA-58 Pucar,,,No Value,No Value,,,,,,,,,,,,,IA58,L,,
,FMA,IA-63 Pampa,,,No Value,No Value,,,,,,,,,,,,,IA63,L,,
,FMA,P-172,,,No Value,No Value,,,,,,,,,,,,,C172,L,,
,Focke-Wulf,Fw-190 Replica,,,No Value,No Value,,,,,,,,,,,,,FW90,L,,
,Focke-Wulf,Fw-44 Stieglitz,,,No Value,No Value,,,,,,,,,,,,,FW44,L,,
,Focke-Wulf,FWP-149,,,No Value,No Value,,,,,,,,,,,,,P149,L,,
2016-09-07,Fokker,F-28-1000 Fellowship,Jet,2.0,B,II,,119.0,77.33333333333333,no winglets,89.91666666666667,27.791666666666668,,,,65000.0,65000.0,D,,,,
2016-09-07,Fokker,F-28-2000 Fellowship,Jet,2.0,B,II,,119.0,77.33333333333333,no winglets,97.14583333333333,27.791666666666668,,,,65000.0,65000.0,D,,,,
2016-09-07,Fokker,F-28-3000 Fellowship,Jet,2.0,C,III,,121.0,82.25,no winglets,89.91666666666667,27.791666666666668,,,,73000.0,73000.0,D,,,,
2016-09-07,Fokker,F-28-4000 Fellowship,Jet,2.0,C,III,,121.0,82.25,no winglets,97.14583333333333,27.791666666666668,,,,73000.0,73000.0,D,,,,
2016-09-07,Fokker,F-28-6000 Fellowship,Jet,2.0,B,III,,113.0,82.25,no winglets,97.14583333333333,27.791666666666668,,,,73000.0,73000.0,D,,,,
2016-09-07,Fokker,F-27-500 Friendship,Turboprop,2.0,B,III,3,100.10000000000001,95.15,no winglets,82.20833333333333,29.0,31.941666666666666,31.941666666666666,23.625,45900.0,45900.0,D,F27,,Large Commuter Eqpt,
,Fokker,50,,,No Value,No Value,,,,,,,,,,,,,F50,M,,
,Fokker,60,,,No Value,No Value,,,,,,,,,,,,,F60,M,,
,Fokker,70,,,No Value,No Value,,,,,,,,,,,,,F70,M,,
,Fokker,100,,,No Value,No Value,,,,,,,,,,,,,F100,M,,
,Fokker,D-7 Replica,,,No Value,No Value,,,,,,,,,,,,,D7,L,,
,Fokker,D-8 Replica,,,No Value,No Value,,,,,,,,,,,,,D8,L,,
,Fokker,Dr-1 Replica,,,No Value,No Value,,,,,,,,,,,,,DR1,L,,
,Fokker,F-100,,,No Value,No Value,,,,,,,,,,,,,F100,,,
,Fokker,F-26,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fokker,F-27 Friendship,,,No Value,No Value,,,,,,,,,,,,,F27,M,,
,Fokker,F-28 Fellowship,,,No Value,No Value,,,,,,,,,,,,,F28,M,,
,Fokker,F-50,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fokker,F-70,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fokker,S-11 Instructor,,,No Value,No Value,,,,,,,,,,,,,S11,L,,
2017-10-17,Fokker VFW,VFW 614 (engines on over-wing pylons),Jet,2.0,A,II,,85.0,70.54166666666667,no winglets,67.58333333333333,25.666666666666668,,,,44000.0,,D,,,,
,Folland,Fo-144 Gnat,,,No Value,No Value,,,,,,,,,,,,,GNAT,L,,
,Ford,4-AT Tri-Motor,,,No Value,No Value,,,,,,,,,,,,,TRIM,L,,
,Ford,5-AT Tri-Motor,,,No Value,No Value,,,,,,,,,,,,,TRIM,L,,
,Forney / Fornaire,Aircoupe,,,No Value,No Value,,,,,,,,,,,,,ERCO,L,,
,Fouga,CM.170-1 Magister,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fouga,CM-170R Magister,,,No Value,No Value,,,,,,,,,,,,,FOUG,L,,
,Found Aircraft,Found FBA-2,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Fournier,RF-10,,,No Value,No Value,,,,,,,,,,,,,RF10,L,,
,Fournier,RF-47,,,No Value,No Value,,,,,,,,,,,,,RF47,L,,
,Fournier,RF-6,,,No Value,No Value,,,,,,,,,,,,,RF6,L,,
,Fournier,RF-9,,,No Value,No Value,,,,,,,,,,,,,RF9,L,,
,"Fratelli Nardi, SIAI-Marchetti",FN.333 Riviera,Piston,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,Free Flight Composites,Berkut 540 (see Zivko Edge 540),,,No Value,No Value,,,,,,,,,,,,,,,,
,Free Flight Composites,Cozy IIIX,,,No Value,No Value,,,,,,,,,,,,,,,,
,Free Flight Composites,Excalibur,,,No Value,No Value,,,,,,,,,,,,,,,,
,Free Flight Composites,Krossfire,,,No Value,No Value,,,,,,,,,,,,,,,,
,Free Flight Composites,Lancair Super E5,,,No Value,No Value,,,,,,,,,,,,,,,,
,Free Flight Composites,Velocity,,,No Value,No Value,,,,,,,,,,,,,,,,
,Fuji,AH-64 Longbow Apache,,,No Value,No Value,,,,,,,,,,,,,H64,M,,
,Fuji,Bird Dog,,,No Value,No Value,,,,,,,,,,,,,O1,L,,
,Fuji,FA-200 Aero Subaru,,,No Value,No Value,,,,,,,,,,,,,SUBA,L,,
,Fuji,FA-300,,,No Value,No Value,,,,,,,,,,,,,RC70,L,,
,Fuji,KM-2,,,No Value,No Value,,,,,,,,,,,,,KM2,L,,
,Fuji,KM-2Kai,,,No Value,No Value,,,,,,,,,,,,,T5,L,,
,Fuji,T-1,,,No Value,No Value,,,,,,,,,,,,,T1,L,,
,Fuji,T-3 Mentor,,,No Value,No Value,,,,,,,,,,,,,T34P,L,,
,Fuji,T-3Kai,,,No Value,No Value,,,,,,,,,,,,,T34T,L,,
,Fuji,T-5,,,No Value,No Value,,,,,,,,,,,,,T5,L,,
,Fuji,T-7,,,No Value,No Value,,,,,,,,,,,,,T7,L,,
,Fuji,TL-1,,,No Value,No Value,,,,,,,,,,,,,KM2,L,,
,Fuji Heavy Industries/Rockwell International,Commander 710,Piston,,No Value,No Value,,,,,,,,,,,,,RC70,,Small Eqpt,
2017-10-17,Game Composites,GB1 GameBird,Piston,1.0,A,I,2A,72.8,25.25,no winglets,23.0,8.416666666666666,7.0,15.083333333333334,15.083333333333334,2200.0,2200.0,S,,,,
,GAP,JP100 Kestrel,,,No Value,No Value,,,,,,,,,,,,,JP10,L,,
,General Atomics Aeronautical Systems,MQ-9 Reaper/Predetor B,Turboprop,1.0,No Value,No Value,,,,,,,,,,,,,,,,
,General Avia,F-15 Delfino,,,No Value,No Value,,,,,,,,,,,,,PICO,L,,
,General Avia,F-15 Picchio,,,No Value,No Value,,,,,,,,,,,,,PICO,L,,
,General Avia,F-20 Pegaso,,,No Value,No Value,,,,,,,,,,,,,PEGA,L,,
,General Avia,F-22 Pinguino,,,No Value,No Value,,,,,,,,,,,,,PINO,L,,
,General Avia,F-220 Airone,,,No Value,No Value,,,,,,,,,,,,,ARON,L,,
2017-12-15,General Dynamics,F-16C Fighting Falcon,Jet,1.0,D,I,,160.0,32.666666666666664,no winglets,49.416666666666664,16.0,,,,42300.0,42300.0,S,,,Small Eqpt,
,General Dynamics,F-111,,,No Value,No Value,,,,,,,,,,,,,F111,M,,
,General Dynamics,F-16 Fighting Falcon,,,No Value,No Value,,,,,,,,,,,,,F16,M,,
,Gidroplane (Hydroplane Ltd),Che-22,Piston,2.0,No Value,No Value,,,,,,,,,,,,,,,,
,Gidroplane (Hydroplane Ltd),Che-23,,,No Value,No Value,,,,,,,,,,,,,,,,
,Gidroplane (Hydroplane Ltd),Che-25 ,Piston,2.0,No Value,No Value,,,,,,,,,,,,,,,,
,Gidroplane (Hydroplane Ltd),Che-27,,,No Value,No Value,,,,,,,,,,,,,,,,
,GippsAero (formerly Gippsland Aeronautics),GA8 Airvan,,,No Value,No Value,,,,,,,,,,,,,,,,
,Gippsland,Fatman,,,No Value,No Value,,,,,,,,,,,,,GA20,L,,
,Gippsland,GA-200 Fatman,,,No Value,No Value,,,,,,,,,,,,,GA20,L,,
,Gippsland,GA-8 Airvan,,,No Value,No Value,,,,,,,,,,,,,GA8,L,,
2018-06-04,Glasair Aviation,Merlin,Piston,1.0,A,I,,50.7,31.75,no winglets,21.666666666666668,8.666666666666666,,,,1320.0,1320.0,S,GLAS,L,Small Eqpt,2017-
2018-06-04,Glasair Aviation,Sportsman,Piston,1.0,A,I,,54.6,35.0,no winglets,23.0,9.333333333333334,,,,2650.0,2650.0,S,GLAS,L,Small Eqpt,
2018-06-04,Glasair Aviation,Sportsman 2+2,Piston,1.0,A,I,,54.6,35.0,no winglets,23.0,6.916666666666667,,,,2350.0,2350.0,S,GLST,L,Small Eqpt,
2018-06-04,Glasair Aviation (Stoddard-Hamilton Aircraft),Glasair II RG,Piston,1.0,A,I,,81.9,23.25,no winglets,20.666666666666668,,,,,2100.0,2100.0,S,GLAS,L,Small Eqpt,
2018-06-04,Glasair Aviation (Stoddard-Hamilton Aircraft),Glasair III,Piston,1.0,A,I,,89.7,23.25,no winglets,21.333333333333332,7.166666666666667,,,,2400.0,2400.0,S,GLAS,L,Small Eqpt,
2018-06-04,Glasair Aviation (Stoddard-Hamilton Aircraft),T-9 Stalker (military Glasair III),Piston,1.0,A,I,,79.3,23.291666666666668,no winglets,21.791666666666668,7.25,,,,2700.0,2700.0,S,GLAS,L,Small Eqpt,
